,id,rent,suburb_encoded,bedroom,bathroom,parking,propertyType_Apartment,propertyType_Block of Units,propertyType_Duplex,propertyType_House,propertyType_Semi-Detached,propertyType_Terrace,propertyType_Townhouse,propertyType_Villa,land,under 20,20-39,40-59,60+,Owner,Renter,Family,Single,propertyFeatures_encoded,doc2vec_embedding_1,doc2vec_embedding_2,doc2vec_embedding_3,doc2vec_embedding_4,doc2vec_embedding_5,doc2vec_embedding_6,doc2vec_embedding_7,doc2vec_embedding_8,doc2vec_embedding_9,doc2vec_embedding_10,educationIndex,transportIndex,lifeIndex
30,17184230,350.0,525.0,2.0,1.0,3.0,0,0,0,1,0,0,0,0,615.710027100271,20,13,22,45,69,31,51,49,0.15533373363990297,-0.15615898,0.88908225,0.14128858,0.9832723,0.2946788,-0.38422742,-0.22769913,-0.3360958,-0.333646,-0.4493422,0.6545709460264328,2.2303384558046915,1.9596189047355623
31,17184183,400.0,525.0,2.0,1.0,4.0,0,0,0,1,0,0,0,0,615.710027100271,20,13,22,45,69,31,51,49,0.30961717115129683,1.5355134,-0.30733645,-1.2657763,0.65189713,-0.23653889,-0.1370518,-0.22755006,-0.20322464,-0.96010315,-0.042278394,1.3688433052138154,2.241780692896375,2.3351511859034346
32,17183648,700.0,700.0,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,35,20,28,17,81,19,70,30,0.15533373363990297,-1.1899974,0.54440916,-0.05207467,0.022622481,0.44360626,0.7610507,0.21225667,0.59509706,-0.64626956,0.05584891,1.933991724603329,2.989444848487416,3.5919588667768774
33,17163164,690.0,622.5637630528256,2.0,1.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,27,20,27,26,75,25,65,35,1.3748868966041596,-0.66419387,-0.45452154,0.2524901,0.575109,0.1942677,0.2690976,-0.47014222,-0.23527768,-0.069345444,-0.11133127,3.742476093784685,3.805102428097707,3.6966893046775917
34,17160555,800.0,601.4533432783434,3.0,1.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,23,29,23,25,69,31,64,36,1.1448737913990188,0.11324501,-0.18131578,-0.52958244,-0.35866037,0.2973854,0.6321515,-0.9516524,-0.74705803,0.01778832,0.702728,3.551303265827386,3.784422207548917,3.6554375945497566
35,17157670,130.0,670.5457047957049,4.0,2.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,24,40,24,12,60,40,51,49,0.2858560158665271,-0.94542575,0.3683746,0.38443083,-0.22712195,-0.021871015,-0.1728781,-0.12508824,0.36303762,-0.15912355,0.102396026,3.68425263561014,3.829252237003096,3.182890443289163
36,17154163,601.0202088452088,807.0067362817364,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,35,17,27,21,86,14,62,38,1.1782388124871872,-1.7162647,0.88940805,0.45360214,-0.14359239,0.94308823,1.2446029,-0.061183274,0.23515657,0.29033887,-0.0953086,3.697845033625855,3.3785430371970677,3.57360769994512
37,17154041,625.0,449.2692307692308,4.0,1.0,2.0,0,0,0,1,0,0,0,0,552.0,26,29,27,17,73,27,56,44,1.7738196146007936,0.21437633,0.87144965,0.32674545,-0.16562948,0.16376252,-0.3426413,-0.96367216,-0.06989746,-0.1827798,-0.02766715,3.5934400828637334,2.727705373113205,3.2102547041109766
38,17147976,495.0,481.8421052631579,3.0,1.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,26,24,30,20,74,26,64,36,0.7835607525184614,0.69572556,1.0533519,-0.34777093,-0.1628429,0.09972577,0.5537393,-0.8310667,0.029244393,0.5534101,-0.3065466,3.582498119564063,2.710679471311104,3.187465753201141
39,17137046,601.0202088452088,631.047871488089,4.0,4.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,28,22,28,22,88,12,65,35,1.8223924569645737,-0.36696196,-0.1152854,0.40991765,-0.7823744,0.09035744,1.1658779,0.4681434,-0.4602353,0.13043815,-0.50273913,3.7466847402369177,3.522531030583419,3.606519018863839
40,17135168,440.0,469.26422151816894,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,30,38,23,9,86,14,66,34,1.8186603321170043,0.3505726,-0.11577666,0.4448622,-0.06646013,0.3177631,-0.020029157,-0.35181698,0.23622087,-0.0062946826,-0.21232682,3.3926996295012186,2.766395971570152,2.7313671478923074
41,15313845,460.0,481.42857142857144,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,26,27,33,13,100,0,65,35,2.241785289611183,0.15463793,-0.048213005,-0.4060222,0.21840666,0.5941654,0.7800003,-1.1417474,-0.6472762,-0.6985451,0.72913975,3.376883874658895,2.7696139661491403,2.6811228739637416
42,14573972,450.0,436.62626305282555,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,30,38,23,9,86,14,66,34,2.4296489238931276,-0.087794304,0.21111989,0.23191124,-0.42574957,0.68121797,-0.074008554,-1.190668,-0.65540504,-0.12236555,0.31735742,3.194158614175024,3.2737769021015515,3.4325077113570712
43,17123353,650.0,591.1111111111111,3.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,24,25,33,18,68,32,51,49,0.15533373363990297,-0.6939416,-0.5033436,-0.4212258,-0.30853525,-0.61383563,0.043917477,-0.68214285,0.2981045,-0.40941542,0.2282732,3.415621995536572,2.98947034603406,3.822325721397032
