,id,rent,suburb_encoded,bedroom,bathroom,parking,propertyType_Apartment,propertyType_Block of Units,propertyType_Duplex,propertyType_House,propertyType_Semi-Detached,propertyType_Terrace,propertyType_Townhouse,propertyType_Villa,land,under 20,20-39,40-59,60+,Owner,Renter,Family,Single,propertyFeatures_encoded,doc2vec_embedding_1,doc2vec_embedding_2,doc2vec_embedding_3,doc2vec_embedding_4,doc2vec_embedding_5,doc2vec_embedding_6,doc2vec_embedding_7,doc2vec_embedding_8,doc2vec_embedding_9,doc2vec_embedding_10,educationIndex,transportIndex,lifeIndex
1858,17197161,430.0,436.62626305282555,3.0,2.0,1.0,0,0,0,1,0,0,0,0,348.0,30,27,25,18,68,32,49,51,1.1938954927616119,0.7343017,-0.5350361,-0.49507174,0.34652898,0.11486144,0.3147311,1.0374177,-0.27975857,-0.34210956,-0.73294634,3.555038178022496,2.776066998164892,2.653433217208213
1859,17195871,500.0,543.6932404082404,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,27,23,24,26,75,25,56,44,1.1756736639645813,-0.28578043,-0.076135516,-0.41427597,-0.5814959,-0.9021063,-0.21845089,0.53013206,0.34415236,0.408997,-0.122531794,3.4025263058968145,2.975216652810325,3.405377906613108
1860,17195865,630.0,660.7692307692307,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,38,28,26,7,90,10,79,21,1.3168825244875937,-0.8508408,-1.356814,0.20616347,0.07766989,0.018820673,-0.008164942,-0.15738866,-0.22105977,-0.22513887,-0.36544043,2.00356951572769,3.282469344264648,3.433852906888879
1861,17195863,630.0,660.7692307692307,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,38,28,26,7,90,10,79,21,1.3168825244875937,-0.7887959,-1.4265693,0.037109435,-0.17550111,0.16033803,-0.09747395,-0.16177568,-0.32212952,-0.228182,-0.3683029,1.9985021350534211,3.2920203368207788,3.433852906888879
1862,17195255,500.0,524.8200189859281,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,36,30,26,8,86,14,71,29,0.7068998841352496,0.754526,-0.6469346,-0.43433902,-0.07854012,-0.074209034,0.09426248,0.223057,-0.08290659,-0.66044277,-0.19898477,1.2866156398685231,2.93069903516266,3.4778505851029657
1863,14930537,525.0,562.1561066083793,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,27,53,20,0,57,43,75,25,0.6781786507052145,0.31882703,-1.010158,-0.1944347,-0.3263878,0.43997717,-0.5828494,-0.67469776,0.33807155,-0.076134816,0.09404211,3.1708848986398825,3.156738308445441,3.703356114800194
1864,17191931,490.0,520.3846153846154,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,32,30,24,14,72,28,66,34,1.622676211182659,-0.5094947,-1.2643901,-0.13698739,1.3526566,-1.1049702,0.38620135,0.24510424,0.5978422,-0.20595138,-0.027664497,3.373361972293203,2.7426560535146094,3.2701697213514462
1865,17191500,620.0,610.2617482106613,4.0,2.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,23,29,25,24,80,20,66,34,0.8401649724754994,0.44127858,-0.7633289,0.08492702,-0.36817893,-0.28085053,0.23873094,-0.36094376,0.20355555,0.47342104,0.36429644,3.316414886440437,3.0161635359534213,3.6892652093410123
1866,17190826,400.0,481.8421052631579,2.0,1.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,19,29,27,25,61,39,53,47,0.7196517314712003,0.106970906,0.457592,-0.22109407,0.7935307,0.5719881,-0.41558838,-0.13214692,-0.12396476,-0.44886804,0.3652237,3.528205410168292,2.7085909907261927,3.2586765523888004
1867,17190150,430.0,562.1561066083793,3.0,1.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,26,29,26,18,71,29,60,40,1.4553320793549376,0.8480532,0.092785,0.64843374,-0.12524503,-0.34341043,0.12892112,-0.8152838,-0.24119733,0.49567747,-0.22717378,3.429473848531506,2.982921534128597,3.652653626823312
1868,17187032,600.0,543.6932404082404,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,25,44,19,11,91,9,68,32,1.4934686058328042,-0.08168125,-1.2306176,0.35949248,-0.09333545,-0.06070493,-0.09671992,0.027868211,-0.11482853,0.13072804,-0.021471947,3.483735582277921,2.913770437947236,3.467603548011817
1869,17185636,295.0,440.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,615.710027100271,13,12,15,60,80,20,56,44,0.7914232642801647,0.43978357,0.54216266,-0.1490801,-0.5742879,0.1263705,-0.29035288,-0.38314363,0.12220496,0.025746554,0.2691338,2.0824941599859725,3.0055984081300093,3.129547165761694
1870,17179745,575.0,518.4013472563472,3.0,1.0,2.0,0,0,0,1,0,0,0,0,479.0,19,24,32,26,60,40,45,55,1.0351040652398498,-0.80191433,0.11245644,0.24681324,-0.6508825,-0.24357054,0.5046097,-0.7353164,0.21060744,0.58642566,-0.31313246,3.3025689522206734,3.5152984070792126,3.851184869951948
1871,17179423,800.0,800.0,4.0,2.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,30,19,33,18,98,2,67,33,1.1562664007370769,-0.09576261,-1.0117356,-2.5539608,0.09907566,0.947102,-0.1786602,-0.44230935,-0.355294,0.04528004,0.47468227,1.1444872917565494,2.5942907454415987,3.706901255799391
1872,17178151,420.0,474.1562176988901,3.0,2.0,2.0,0,0,0,1,0,0,0,0,262.0,29,27,26,18,63,37,57,43,2.5594035546990774,-0.2666183,0.025229096,-0.3239889,0.13606773,-0.6035299,0.80770767,0.2522897,-0.16752277,-0.13689142,-0.43913054,3.4223589339222307,3.2996677564031267,3.43271556095023
1873,17177745,480.0,481.95238095238096,4.0,2.0,1.0,0,0,0,1,0,0,0,0,300.0,20,25,29,26,92,8,67,33,1.1938954927616119,-0.1412723,0.17740536,-0.029177964,0.16124648,0.28137344,-0.17173372,-0.059042305,-0.15573253,0.8684439,-0.27362937,3.352606437995774,2.8336398878479234,3.2123168792470267
1874,17173158,735.0,562.1561066083793,5.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,39,27,31,3,77,23,78,22,0.8125027643180227,-0.3602814,0.60733485,-0.17641431,-0.03252694,0.3607425,-1.4316814,0.6951121,1.2383366,0.6813922,0.34294468,3.301723805251874,3.168630632855091,3.554456385490691
1875,17166953,580.0,481.95238095238096,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,20,25,29,26,92,8,67,33,1.2017771694633812,0.35976744,-0.03589034,-0.3228925,-0.4582481,0.007589802,0.043812633,0.68629557,-0.64417124,0.9828766,-0.8900493,3.2191900520647074,3.268573572742996,3.43495365673933
1876,15734119,470.0,481.95238095238096,3.0,1.0,1.0,0,0,0,1,0,0,0,0,798.0,32,30,23,15,62,38,58,42,1.0781471740420598,-0.2562325,0.22159266,-0.41210186,-0.03721848,0.35480267,0.29222116,-0.19616589,0.02961275,0.6907916,0.06531395,3.4264464702505317,2.838920595254278,3.1959680455180997
1877,17164779,620.0,660.7692307692307,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,38,28,26,7,90,10,79,21,1.1756736639645813,-0.5534136,-1.4181236,0.19419509,-0.19121599,0.023341611,-0.013858616,-0.045842618,-0.45935506,-0.3814085,-0.5576385,2.042791813111817,3.28585422228306,3.433852906888879
1878,17154819,400.0,449.2692307692308,3.0,1.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,19,32,25,24,37,63,36,64,0.441924488618983,-0.20519334,0.5861692,0.14980906,0.4239214,0.70586693,0.007781625,0.3839879,0.16364822,0.19239599,-0.5200322,3.5552277134663983,2.737190943263337,3.249255097907221
1879,17125413,510.0,580.9700130528256,3.0,1.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,7,12,14,67,79,21,37,63,0.8625579527551939,0.67604756,-0.17435467,0.51053244,-0.69587874,-0.04464224,-0.2558072,-0.20942566,0.21399668,0.68911105,0.06713839,3.5731142801397,3.656102664966816,3.943187067513788
1880,17152380,550.0,543.6932404082404,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,27,23,24,26,75,25,56,44,1.5063394202141578,0.5223807,-0.22990477,0.054329336,-0.3910896,-0.80020535,-0.010058582,0.38256106,-0.4902789,-0.106567234,-0.46225882,3.444558120061151,2.962902556420279,3.3396365440474267
1881,17143693,400.0,481.8421052631579,2.0,1.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,19,27,23,31,79,21,58,42,1.318172029203292,0.63423526,0.5091368,-0.6019768,0.31446853,0.48233122,0.35581258,-0.91055596,0.46238258,-0.07370518,-0.20767187,3.4744402168195783,2.6847808701588893,3.172090709159573
1882,17141539,550.0,481.8421052631579,3.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,30,22,27,21,70,30,60,40,1.2655433512457246,-0.21856493,-0.48695612,1.0927596,-0.24666587,-0.39911088,-0.034870744,-0.4825637,-0.0474599,-0.36679816,0.41671216,3.4790444585536804,2.7131157875438308,3.1918000693932256
1883,17133077,630.0,660.7692307692307,4.0,1.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,38,28,26,7,90,10,79,21,1.1750235588920404,-0.8906068,-1.4820291,0.0654915,-0.06406027,0.21076657,0.028590322,-0.17056277,-0.4080582,-0.17751122,-0.31219712,2.037992524594896,3.2954052148391915,3.4332659358754554
1884,14749300,650.0,703.4090909090909,3.0,1.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,22,25,25,28,80,20,56,44,1.495257615008987,0.5998694,0.39259124,0.56672186,0.5936378,-0.52747077,-0.94236326,-0.021875829,0.8373827,0.06448448,-0.2879976,3.492096097619226,3.4992127425380533,3.9504314329268295
1885,16702803,110.0,543.6932404082404,4.0,2.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,25,44,19,11,91,9,68,32,1.625527950121121,0.21341217,-0.08644712,-0.14477843,-0.32702282,0.7331193,-0.4877069,0.5618235,0.75786746,-0.6419194,-0.24779041,3.147011864029745,2.8928445384615498,3.3545396302483796
1886,16058033,601.0202088452088,611.2902361452361,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,28,40,25,7,89,11,74,26,3.0807383006026487,0.6272217,-0.43515074,-0.74423563,-0.27689806,-0.031046063,-0.1645355,0.28528783,-0.036893934,-0.057477787,0.1046875,3.4475684654514023,2.916841756355603,3.633210478220659
1887,14981295,601.0202088452088,529.6116724679225,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,32,38,23,6,73,27,70,30,1.956181674485526,0.6331166,-0.34218,-0.4378256,-0.3097891,0.23926173,0.030319601,0.19599743,0.1080769,0.15413722,0.34269392,3.145709824217924,2.685512691121981,3.2759335258216007
1888,15954947,350.0,434.0050522113022,3.0,1.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,21,27,27,25,67,33,52,48,0.4470261375468958,-0.6046053,0.25650656,-0.06378853,-0.14570078,-0.7928823,0.48631713,-0.6232039,-0.068786755,0.16464931,0.1394955,2.575678284597472,3.271819850172969,2.92286655278648
1889,15692401,601.0202088452088,585.6689120939121,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,23,18,24,35,67,33,57,43,3.2366604023387877,0.5562774,-0.56274664,-0.57549876,-0.15575618,0.09018408,-0.10111812,0.1289377,-0.11529218,0.05405733,0.1700416,3.4134215016775458,2.683551543166241,3.3865091626824544
1890,15692397,601.0202088452088,500.37256299640023,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,39,32,29,0,63,37,71,29,3.0807383006026487,0.4798205,-0.55175304,-0.67045075,-0.29146138,-0.054957837,-0.006584555,0.2667177,0.014676809,0.11281249,0.25148708,3.485453213589428,2.942976869886765,3.6051783566589695
1891,15692177,601.0202088452088,434.0050522113022,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,16,23,23,38,79,21,54,46,3.0807383006026487,0.6588932,-0.7235056,-0.72482663,-0.31740448,0.062030837,-0.039109528,0.21795611,0.051503092,0.18268701,0.40148473,2.7109889464456955,3.2152826426999583,3.1806894580248715
1892,15692176,601.0202088452088,428.2953064026593,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,26,23,24,27,54,46,51,49,3.2366604023387877,0.64677167,-0.6648718,-0.5717985,-0.4634243,0.059991255,-0.24962199,0.14188634,0.061664015,0.056381047,0.21201278,3.5821184297539927,3.446645647157552,2.937406638225344
1893,15692174,601.0202088452088,434.0050522113022,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,16,22,22,40,62,38,43,57,3.0807383006026487,0.6442355,-0.647616,-0.4631071,-0.30364695,0.04555358,-0.0149538815,0.13893785,-0.07277018,0.08390227,0.15939616,2.738796340241373,3.265253542229428,3.052552482595984
1894,15339964,601.0202088452088,469.26422151816894,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,30,38,23,9,86,14,66,34,3.2366604023387877,0.7499546,-0.57599854,-0.5731329,-0.4058043,0.06840189,-0.049785256,0.13076761,-0.050812423,0.035598993,0.31526613,3.298814067951444,2.7387962486367745,2.8036515926745236
1895,14987408,601.0202088452088,610.2617482106613,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,23,29,25,24,80,20,66,34,3.2366604023387877,0.682933,-0.7627355,-0.28862506,-0.24180314,0.08768128,0.044359297,0.2504651,0.062352866,0.09467217,0.32575226,3.2406298434374623,3.021575340975928,3.4051760863956355
1896,14978994,601.0202088452088,515.4080835380835,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,25,18,30,27,93,7,69,31,1.956181674485526,0.7661562,-0.5862819,-0.15195566,-0.32804677,0.29370362,0.24348566,0.14704445,-0.10913785,0.13796815,0.31642747,1.8411481235751883,2.964777805138183,2.811050407661448
1897,14987410,601.0202088452088,507.00673628173627,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,17,35,23,25,53,47,48,52,3.0807383006026487,0.6568916,-0.7587298,-0.43031603,-0.3050132,0.11291374,-0.008810908,0.055022746,-0.06946108,0.07298815,0.37788707,3.4244709450339954,3.218790994473724,2.938297215525087
1898,14987518,601.0202088452088,474.1562176988901,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,20,22,21,37,60,40,45,55,3.0807383006026487,0.70886505,-0.62920535,-0.397133,-0.3039752,-0.0766473,0.0749141,0.16389686,-0.11684877,0.09790936,0.2296993,3.598193155247042,2.9173941988756704,3.687384651406007
1899,15118696,601.0202088452088,595.7525261056511,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,40,29,26,5,58,42,64,36,3.0807383006026487,0.5975883,-0.665346,-0.37933058,-0.37100044,0.060409978,-0.0053650737,0.018997729,0.023335874,0.06672025,0.3565315,3.526218351465806,3.033215546666596,3.813352225820879
1900,15118666,601.0202088452088,547.3415004704898,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,37,34,25,4,67,33,71,29,3.2366604023387877,0.6243131,-0.733323,-0.284366,-0.2618471,0.18680133,0.1201289,0.035761893,-0.17023824,0.07991254,0.18452932,3.462994788031846,2.972514168662291,3.5595677274520767
1901,13368334,601.0202088452088,543.6932404082404,4.0,2.0,2.0,0,0,0,1,0,0,0,0,450.0,27,23,24,26,75,25,56,44,3.5177152158500173,1.7068529,-0.445732,-1.2836004,-0.8621135,0.6301544,-0.16949435,0.023759425,0.5930668,-0.02687329,0.20708345,3.520786850581495,2.970277570058843,3.569808314177275
1902,17206009,780.0,543.1578947368421,5.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,21,45,24,10,75,25,44,56,0.1523822505339078,0.85859895,-0.059402227,0.8935744,-0.02788654,-0.02886723,0.5198518,-0.08680937,0.6169903,-0.6562339,-0.38292193,3.435594353161973,3.108108916970129,3.6674436927154566
1903,17201979,600.0,611.2902361452361,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,28,40,25,7,89,11,74,26,0.1523822505339078,-1.3179189,-0.61696637,-0.43778375,-0.8733319,0.7177545,0.5805886,-0.15262958,-0.220489,-0.6646729,-0.1702556,3.4498741813531737,2.9113353166379774,3.4318548730779628
1904,16056653,850.0,579.0346805896806,3.0,3.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,27,30,25,19,67,33,52,48,0.1523822505339078,-0.18101668,-0.7425717,0.18883628,0.495123,-0.13214308,-0.24330984,0.09060243,0.43245175,0.5338971,-0.0962332,3.4985934098459026,3.843439820339397,3.6825644319143165
1905,17198883,1075.0,633.1435788873289,3.0,2.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,25,22,37,15,55,45,61,39,0.1523822505339078,-0.46272737,0.21482372,0.10911834,0.54611766,-0.2644562,0.054382086,-0.021220952,0.28964987,0.1601699,0.48021573,3.8915493113308512,3.803246062988065,3.734228951233743
1906,17197645,630.0,610.2617482106613,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,23,29,25,24,80,20,66,34,0.1523822505339078,-0.14000088,0.2891748,0.40044385,-0.49070886,-0.30393928,0.5153725,-0.2570022,0.21914425,-0.17480081,-0.1046987,3.1703633614825737,2.9958557102266936,3.49789086708173
1907,17197532,601.0202088452088,578.2276685183207,4.0,4.0,4.0,0,0,0,1,0,0,0,0,615.710027100271,18,45,21,17,38,62,57,43,0.3886072004582093,-1.6665562,-0.08639443,0.12561566,-0.87807524,0.22798498,0.36010167,-0.49971113,0.20565793,0.46657068,-0.41757995,3.797251932822796,3.833849067000521,3.904594874424459
1908,17193374,125.0,622.5637630528256,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,16,34,24,26,53,47,59,41,1.251825554144825,-0.39443356,0.24892616,0.68623775,0.31516993,0.63779527,0.51013803,-0.3645951,0.32166252,0.47528523,0.51920444,3.737031168936572,3.829059466786224,3.7362919102366807
1909,17185430,220.0,613.0085326235326,4.0,2.0,4.0,0,0,0,1,0,0,0,0,615.710027100271,27,19,27,27,75,25,66,34,0.1523822505339078,-0.6941688,-0.8256744,0.579583,-0.39749286,0.1717767,0.14519718,0.095692694,-0.1472941,-0.011893526,1.1966202,3.7233721591781146,3.7049316868244,3.855205527101785
1910,17196509,601.0202088452088,569.7189048789048,4.0,3.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,20,25,21,34,85,15,60,40,0.1523822505339078,-0.91983676,0.25824654,0.42350823,0.026570693,-0.42809743,0.1590744,-0.057376504,0.51762295,-0.4996376,-0.12610264,3.777742504271713,3.8243770481186905,3.63820473026862
1911,17195551,110.0,673.918918918919,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,25,32,32,11,50,50,53,47,0.1523822505339078,0.20855379,1.1412752,0.6753145,-0.5124905,0.11875515,0.3296205,-0.422779,0.12838241,-0.43748152,0.21667014,3.756964867666341,3.817887205729938,3.7126725261258775
1912,17195137,601.0202088452088,670.5457047957049,3.0,3.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,19,37,28,16,51,49,53,47,0.1523822505339078,-0.8435401,-0.5139251,0.46209723,-1.2182359,-0.06967427,0.19642565,0.24174255,-0.92886424,0.15636933,0.70161927,3.744546721947631,4.260179771924228,3.8519073142849294
1913,17192431,601.0202088452088,631.6900261056511,5.0,3.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,36,29,26,9,84,16,76,24,0.1523822505339078,-0.4330914,-0.81052935,0.36027628,-0.014909178,0.1383519,0.3400893,0.3414908,0.53944576,-0.23907456,-0.5584736,3.44140605632244,2.909556181901481,3.649360281200056
1914,17191908,550.0,547.3415004704898,4.0,2.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,14,40,18,28,76,24,57,43,0.1523822505339078,0.3086418,1.7245235,1.0507295,-0.6277002,-0.16164036,-0.80190027,-0.7476015,-1.0338781,-0.2585485,0.49879128,3.4017706121390345,2.982138223611855,3.544594780496578
1915,17189780,601.0202088452088,626.3728222023676,5.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,18,24,27,31,61,39,59,41,0.1523822505339078,-0.6956949,-0.88772357,0.80082244,0.08898449,0.3258276,1.8296598,-0.11791712,0.27832142,0.5868703,0.53352857,3.945224962584394,3.8210628370674415,3.80545449581159
1916,17181429,1195.0,807.0067362817364,3.0,2.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,27,19,28,26,90,10,66,34,0.1523822505339078,-0.5958042,0.1110152,-0.531554,-1.1735206,0.6772623,0.016712517,0.7711648,-0.42699665,0.21247211,-0.4356135,3.652767014359381,3.529077649662395,3.7169529969982054
1917,17183050,159.0,578.2276685183207,3.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,12,52,23,13,40,60,47,53,0.1523822505339078,-0.54985684,0.1732434,0.47487622,-0.13868809,1.1463088,-0.33794093,0.5832192,0.40864262,-0.42479554,0.2766738,3.738091877145441,3.800167576351433,3.6173601210897264
1918,17175682,850.0,670.5457047957049,3.0,1.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,20,45,24,12,61,39,52,48,0.1523822505339078,-0.41652077,0.3322612,-0.4274146,0.6869534,0.3889231,-0.47895783,0.40099242,-0.26876697,0.19701663,-0.25039726,3.667419475472325,3.821250617021573,3.6559212879188463
1919,17161314,601.0202088452088,613.0085326235326,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,31,16,29,24,84,16,65,35,0.5468230684561463,-0.6879758,-0.22031021,-0.054222167,0.65027374,0.4652272,-0.19715558,-0.5286571,0.23267922,0.022775859,0.12633182,3.732714971740736,3.675056955122504,3.980283325900189
1920,17161056,601.0202088452088,627.7681073239584,5.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,37,15,29,19,90,10,68,32,0.1523822505339078,-1.1185801,-0.8735846,0.066191554,0.34009543,-0.15034552,-0.0633415,-0.74960804,-0.2039659,-0.22734012,-0.35173175,3.7862769662991216,3.84035567637143,3.7918685718167153
1921,17206678,730.0,561.2150074587574,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,33,26,31,9,88,12,72,28,0.1523822505339078,0.23236406,-0.46795034,-0.73922914,-0.602404,0.01921463,0.012479335,1.3516715,1.0032285,1.003747,0.28250432,3.379325348521127,2.9514224750213507,3.7551636762109064
1922,17204210,650.0,551.9533432783434,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,33,30,26,11,87,13,60,40,0.1523822505339078,-0.09324068,0.36772084,0.6059223,0.46032757,-0.1728665,-0.40500146,0.17403933,0.3993968,-0.0040471405,0.60768914,3.53866508886191,3.184636137297603,3.668874839162645
1923,17196002,125.0,591.1111111111111,4.0,3.0,4.0,0,0,0,1,0,0,0,0,615.710027100271,23,15,25,37,93,7,73,27,0.7769471238589547,-0.37705666,0.73246783,0.36787087,-0.45623997,0.63118374,0.4223297,-0.105810285,-0.036605686,-0.35888016,-0.37584805,3.1995931743207557,2.976597546765084,3.5802614683245517
1924,17192284,520.0,520.0,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,27,38,23,12,82,18,62,38,0.1523822505339078,0.2738992,0.20794511,0.7143101,-0.14178282,-0.01916954,-0.18304126,-0.51230645,0.14916068,-0.2135104,0.26774883,2.564295032937722,2.905763998653541,3.5644068171143934
1925,17185309,650.0,611.2902361452361,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,28,40,25,7,89,11,74,26,0.4937742210484184,0.26243448,-0.034832597,0.68200296,0.22608843,-0.30736592,-0.24909207,-0.43231943,0.43507913,-0.0022604614,0.366924,3.3887969153283857,2.918918836886343,3.525421520372814
1926,17184523,115.0,632.2962962962963,3.0,3.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,25,29,28,18,70,30,56,44,0.1523822505339078,-0.63998944,0.801682,0.046431303,0.22036889,0.058056876,-0.5132768,-0.0052173436,0.19410548,-0.3094204,0.5307392,3.743590605327997,3.8156183963482695,3.8268053612265005
1927,17162206,510.0,547.3415004704898,3.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,35,39,22,4,68,32,70,30,0.1523822505339078,0.71262753,0.4652562,0.31900615,-0.45644686,1.0683267,-0.55568105,-0.06385037,0.42955092,0.55275965,-0.1832734,3.5176765083547417,2.9834675029718807,3.5161087373854434
1928,17159470,620.0,559.8148148148148,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,23,33,22,22,72,28,50,50,0.1523822505339078,0.2683971,0.2777531,-0.35280728,0.3394433,0.9027714,0.26212433,-0.62738764,-0.36676127,-0.34000424,0.7276945,3.622487673045161,3.38445530670832,4.114924047034008
1929,17156236,601.0202088452088,613.0085326235326,4.0,2.0,3.0,0,0,0,1,0,0,0,0,615.710027100271,26,17,29,28,82,18,64,36,0.1523822505339078,-1.3081536,-0.2379477,-0.17970818,-0.014231622,1.3672919,0.19850835,1.2820125,-0.4085193,0.052889735,0.04427816,3.72911499057664,3.819321414944871,4.106918688168516
1930,17154782,601.0202088452088,807.0067362817364,4.0,4.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,26,19,30,25,84,16,61,39,0.1523822505339078,-0.90376776,0.20511818,-0.3725264,-0.32726386,0.7306573,0.46393993,0.4078274,0.75262856,0.39438272,0.86800855,3.638222395427185,3.551220190029444,3.798749643538151
1931,17154511,601.0202088452088,569.7189048789048,4.0,3.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,16,30,22,32,61,39,53,47,0.1523822505339078,-0.83387166,0.08927262,0.28240126,0.22477198,0.07160987,0.7720145,0.4221047,0.1788148,-0.33288473,-0.0077385157,3.697139795650544,3.843612773793129,3.6065903839765574
1932,17151501,995.0,676.1600219837062,2.0,4.0,4.0,0,0,0,1,0,0,0,0,615.710027100271,22,24,30,24,50,50,53,47,0.1523822505339078,-0.058599114,0.36608636,-0.2633124,0.2954147,0.54020095,0.32569703,-0.7682425,-0.7176219,-0.14786081,-0.8539577,3.62407463405668,3.0349030764172222,3.601806708390587
1933,17120127,875.0,560.2283597176003,2.0,2.0,1.0,0,0,0,1,0,0,0,0,615.710027100271,20,31,32,17,54,46,50,50,0.1523822505339078,-0.70205927,0.6482229,-0.2038176,0.63689995,-0.06797141,0.16665724,0.4628089,-0.3471641,0.12247968,0.020913035,3.602411955366936,3.8235708316710175,3.958326652111534
1934,17107347,235.0,613.0085326235326,4.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,34,18,31,17,37,63,44,56,0.1523822505339078,-0.88795817,-0.8118423,-0.1497581,-0.63157976,0.25901777,0.30385926,0.20215946,0.34213153,-0.037781104,0.70287585,3.717431618894216,3.82972999348846,3.662016327591218
1935,16903846,185.0,567.5,4.0,3.0,2.0,0,0,0,1,0,0,0,0,1067.0,18,11,25,46,86,14,69,31,0.1523822505339078,-1.0680826,-1.1641423,0.32524365,-0.36364505,-0.07571766,0.3371105,0.4087875,-0.72258437,0.18371943,0.49683714,1.323407514988198,2.90156776467656,3.7748123821803743
1936,17089199,800.0,645.9608594389844,5.0,2.0,2.0,0,0,0,1,0,0,0,0,615.710027100271,24,24,26,26,87,13,63,37,0.1523822505339078,0.19754481,0.20515156,-0.51176846,0.38780326,-0.059471667,-0.11714339,0.18444042,0.9838277,0.010741949,-0.7315558,3.7415942299331895,3.6703368433632817,3.5811396743098225
1937,17040920,601.0202088452088,786.9080835380835,4.0,2.0,3.0,0,0,0,1,0,0,0,0,615.710027100271,24,18,27,31,73,27,61,39,0.1523822505339078,1.0299516,-0.7335843,0.4178514,1.1122097,0.09652777,0.32935324,0.12523283,-0.23324697,0.07438356,-0.37500066,3.482344591382546,3.07268346957748,3.8322471399475733
